"Break","Forecast For","Collected At","Days Out","Predicted Rating","Latest Rating","Absolute Error","Previous Rating","Rating Change"
"Cardiff Reef",2026-04-30 06:00:00,2026-04-30 03:00:00,0.1,2.14,2.14,0,2.27,-0.13
"Cardiff Reef",2026-04-30 07:00:00,2026-04-27,3.3,2.5,2.3,0.2,NA,NA
"Cardiff Reef",2026-04-30 07:00:00,2026-04-28 01:00:00,2.3,2.35,2.3,0.05,2.5,-0.15
"Cardiff Reef",2026-04-30 07:00:00,2026-04-29 01:00:00,1.3,2.45,2.3,0.15,2.35,0.1
"Cardiff Reef",2026-04-30 07:00:00,2026-04-30 03:00:00,0.2,2.24,2.3,0.06,2.45,-0.21
"Cardiff Reef",2026-04-30 07:00:00,2026-05-01 01:00:00,-0.8,2.3,2.3,0,2.24,0.06
"Cardiff Reef",2026-04-30 08:00:00,2026-04-27,3.3,2.52,2.37,0.15,NA,NA
"Cardiff Reef",2026-04-30 08:00:00,2026-04-28 01:00:00,2.3,2.53,2.37,0.16,2.52,0.01
"Cardiff Reef",2026-04-30 08:00:00,2026-04-29 01:00:00,1.3,2.48,2.37,0.11,2.53,-0.05
"Cardiff Reef",2026-04-30 08:00:00,2026-04-30 03:00:00,0.2,2.3,2.37,0.07,2.48,-0.18
"Cardiff Reef",2026-04-30 08:00:00,2026-05-01 01:00:00,-0.7,2.37,2.37,0,2.3,0.07
"Cardiff Reef",2026-04-30 09:00:00,2026-04-27,3.4,2.46,2.55,0.09,NA,NA
"Cardiff Reef",2026-04-30 09:00:00,2026-04-28 01:00:00,2.3,2.47,2.55,0.08,2.46,0.01
"Cardiff Reef",2026-04-30 09:00:00,2026-04-29 01:00:00,1.3,2.43,2.55,0.12,2.47,-0.04
"Cardiff Reef",2026-04-30 09:00:00,2026-04-30 03:00:00,0.3,2.26,2.55,0.29,2.43,-0.17
"Cardiff Reef",2026-04-30 09:00:00,2026-05-01 01:00:00,-0.7,2.55,2.55,0,2.26,0.29
"Cardiff Reef",2026-04-30 10:00:00,2026-04-27,3.4,2.44,2.57,0.13,NA,NA
"Cardiff Reef",2026-04-30 10:00:00,2026-04-28 01:00:00,2.4,2.4,2.57,0.17,2.44,-0.04
"Cardiff Reef",2026-04-30 10:00:00,2026-04-29 01:00:00,1.4,2.47,2.57,0.1,2.4,0.07
"Cardiff Reef",2026-04-30 10:00:00,2026-04-30 03:00:00,0.3,2.4,2.57,0.17,2.47,-0.07
"Cardiff Reef",2026-04-30 10:00:00,2026-05-01 01:00:00,-0.6,2.57,2.57,0,2.4,0.17
"Cardiff Reef",2026-04-30 11:00:00,2026-04-27,3.5,2.43,2.57,0.14,NA,NA
"Cardiff Reef",2026-04-30 11:00:00,2026-04-28 01:00:00,2.4,2.48,2.57,0.09,2.43,0.05
"Cardiff Reef",2026-04-30 11:00:00,2026-04-29 01:00:00,1.4,2.39,2.57,0.18,2.48,-0.09
"Cardiff Reef",2026-04-30 11:00:00,2026-04-30 03:00:00,0.3,2.4,2.57,0.17,2.39,0.01
"Cardiff Reef",2026-04-30 11:00:00,2026-05-01 01:00:00,-0.6,2.57,2.57,0,2.4,0.17
"Cardiff Reef",2026-04-30 12:00:00,2026-04-27,3.5,2.39,2.62,0.23,NA,NA
"Cardiff Reef",2026-04-30 12:00:00,2026-04-28 01:00:00,2.5,2.42,2.62,0.2,2.39,0.03
"Cardiff Reef",2026-04-30 12:00:00,2026-04-29 01:00:00,1.5,2.4,2.62,0.22,2.42,-0.02
"Cardiff Reef",2026-04-30 12:00:00,2026-04-30 03:00:00,0.4,2.42,2.62,0.2,2.4,0.02
"Cardiff Reef",2026-04-30 12:00:00,2026-05-01 01:00:00,-0.5,2.62,2.62,0,2.42,0.2
"Cardiff Reef",2026-04-30 13:00:00,2026-04-27,3.5,2.33,2.56,0.23,NA,NA
"Cardiff Reef",2026-04-30 13:00:00,2026-04-28 01:00:00,2.5,2.56,2.56,0,2.33,0.23
"Cardiff Reef",2026-04-30 13:00:00,2026-04-29 01:00:00,1.5,2.47,2.56,0.09,2.56,-0.09
"Cardiff Reef",2026-04-30 13:00:00,2026-04-30 03:00:00,0.4,2.46,2.56,0.1,2.47,-0.01
"Cardiff Reef",2026-04-30 13:00:00,2026-05-01 01:00:00,-0.5,2.56,2.56,0,2.46,0.1
"Cardiff Reef",2026-04-30 14:00:00,2026-04-27,3.6,2.19,2.48,0.29,NA,NA
"Cardiff Reef",2026-04-30 14:00:00,2026-04-28 01:00:00,2.5,2.47,2.48,0.01,2.19,0.28
"Cardiff Reef",2026-04-30 14:00:00,2026-04-29 01:00:00,1.5,2.39,2.48,0.09,2.47,-0.08
"Cardiff Reef",2026-04-30 14:00:00,2026-04-30 03:00:00,0.5,2.4,2.48,0.08,2.39,0.01
"Cardiff Reef",2026-04-30 14:00:00,2026-05-01 01:00:00,-0.5,2.48,2.48,0,2.4,0.08
"Cardiff Reef",2026-04-30 15:00:00,2026-04-27,3.6,1.86,2.32,0.46,NA,NA
"Cardiff Reef",2026-04-30 15:00:00,2026-04-28 01:00:00,2.6,2.37,2.32,0.05,1.86,0.51
"Cardiff Reef",2026-04-30 15:00:00,2026-04-29 01:00:00,1.6,2.29,2.32,0.03,2.37,-0.08
"Cardiff Reef",2026-04-30 15:00:00,2026-04-30 03:00:00,0.5,2.31,2.32,0.01,2.29,0.02
"Cardiff Reef",2026-04-30 15:00:00,2026-05-01 01:00:00,-0.4,2.32,2.32,0,2.31,0.01
"Cardiff Reef",2026-04-30 16:00:00,2026-04-27,3.7,2.01,2.28,0.27,NA,NA
"Cardiff Reef",2026-04-30 16:00:00,2026-04-28 01:00:00,2.6,2.25,2.28,0.03,2.01,0.24
"Cardiff Reef",2026-04-30 16:00:00,2026-04-29 01:00:00,1.6,2.15,2.28,0.13,2.25,-0.1
"Cardiff Reef",2026-04-30 16:00:00,2026-04-30 03:00:00,0.5,2.19,2.28,0.09,2.15,0.04
"Cardiff Reef",2026-04-30 16:00:00,2026-05-01 01:00:00,-0.4,2.28,2.28,0,2.19,0.09
"Cardiff Reef",2026-04-30 17:00:00,2026-04-27,3.7,1.89,2.17,0.28,NA,NA
"Cardiff Reef",2026-04-30 17:00:00,2026-04-28 01:00:00,2.7,2.11,2.17,0.06,1.89,0.22
"Cardiff Reef",2026-04-30 17:00:00,2026-04-29 01:00:00,1.7,2.04,2.17,0.13,2.11,-0.07
"Cardiff Reef",2026-04-30 17:00:00,2026-04-30 03:00:00,0.6,1.99,2.17,0.18,2.04,-0.05
"Cardiff Reef",2026-04-30 17:00:00,2026-05-01 01:00:00,-0.3,2.17,2.17,0,1.99,0.18
"Cardiff Reef",2026-04-30 18:00:00,2026-04-27,3.8,1.75,2.11,0.36,NA,NA
"Cardiff Reef",2026-04-30 18:00:00,2026-04-28 01:00:00,2.7,2,2.11,0.11,1.75,0.25
"Cardiff Reef",2026-04-30 18:00:00,2026-04-29 01:00:00,1.7,1.84,2.11,0.27,2,-0.16
"Cardiff Reef",2026-04-30 18:00:00,2026-04-30 03:00:00,0.6,1.58,2.11,0.53,1.84,-0.26
"Cardiff Reef",2026-04-30 18:00:00,2026-05-01 01:00:00,-0.3,2.11,2.11,0,1.58,0.53
"Cardiff Reef",2026-04-30 19:00:00,2026-04-27,3.8,1.67,2.02,0.35,NA,NA
"Cardiff Reef",2026-04-30 19:00:00,2026-04-28 01:00:00,2.8,1.79,2.02,0.23,1.67,0.12
"Cardiff Reef",2026-04-30 19:00:00,2026-04-29 01:00:00,1.8,1.76,2.02,0.26,1.79,-0.03
"Cardiff Reef",2026-04-30 19:00:00,2026-04-30 03:00:00,0.7,1.52,2.02,0.5,1.76,-0.24
"Cardiff Reef",2026-04-30 19:00:00,2026-05-01 01:00:00,-0.3,2.02,2.02,0,1.52,0.5
"Cardiff Reef",2026-04-30 20:00:00,2026-04-27,3.8,1.66,1.6,0.06,NA,NA
"Cardiff Reef",2026-04-30 20:00:00,2026-04-28 01:00:00,2.8,1.53,1.6,0.07,1.66,-0.13
"Cardiff Reef",2026-04-30 20:00:00,2026-04-29 01:00:00,1.8,1.71,1.6,0.11,1.53,0.18
"Cardiff Reef",2026-04-30 20:00:00,2026-04-30 03:00:00,0.7,1.42,1.6,0.18,1.71,-0.29
"Cardiff Reef",2026-04-30 20:00:00,2026-05-01 01:00:00,-0.2,1.6,1.6,0,1.42,0.18
"Cardiff Reef",2026-04-30 21:00:00,2026-04-27,3.9,1.6,1.49,0.11,NA,NA
"Cardiff Reef",2026-04-30 21:00:00,2026-04-28 01:00:00,2.8,1.28,1.49,0.21,1.6,-0.32
"Cardiff Reef",2026-04-30 21:00:00,2026-04-29 01:00:00,1.8,1.59,1.49,0.1,1.28,0.31
"Cardiff Reef",2026-04-30 21:00:00,2026-04-30 03:00:00,0.8,1.38,1.49,0.11,1.59,-0.21
"Cardiff Reef",2026-04-30 21:00:00,2026-05-01 01:00:00,-0.2,1.49,1.49,0,1.38,0.11
"Cardiff Reef",2026-04-30 22:00:00,2026-04-27,3.9,1.78,1.46,0.32,NA,NA
"Cardiff Reef",2026-04-30 22:00:00,2026-04-28 01:00:00,2.9,1.57,1.46,0.11,1.78,-0.21
"Cardiff Reef",2026-04-30 22:00:00,2026-04-29 01:00:00,1.9,1.46,1.46,0,1.57,-0.11
"Cardiff Reef",2026-04-30 22:00:00,2026-04-30 03:00:00,0.8,1.46,1.46,0,1.46,0
"Cardiff Reef",2026-04-30 22:00:00,2026-05-01 01:00:00,-0.1,1.46,1.46,0,1.46,0
"Cardiff Reef",2026-04-30 23:00:00,2026-04-27,4,1.68,1.44,0.24,NA,NA
"Cardiff Reef",2026-04-30 23:00:00,2026-04-28 01:00:00,2.9,1.69,1.44,0.25,1.68,0.01
"Cardiff Reef",2026-04-30 23:00:00,2026-04-29 01:00:00,1.9,1.52,1.44,0.08,1.69,-0.17
"Cardiff Reef",2026-04-30 23:00:00,2026-04-30 03:00:00,0.8,1.45,1.44,0.01,1.52,-0.07
"Cardiff Reef",2026-04-30 23:00:00,2026-05-01 01:00:00,-0.1,1.44,1.44,0,1.45,-0.01
"Cardiff Reef",2026-05-01,2026-04-27,4,1.75,1.7,0.05,NA,NA
"Cardiff Reef",2026-05-01,2026-04-28 01:00:00,3,1.84,1.7,0.14,1.75,0.09
"Cardiff Reef",2026-05-01,2026-04-29 01:00:00,2,1.54,1.7,0.16,1.84,-0.3
"Cardiff Reef",2026-05-01,2026-04-30 03:00:00,0.9,1.47,1.7,0.23,1.54,-0.07
"Cardiff Reef",2026-05-01,2026-05-01 01:00:00,0,1.7,1.7,0,1.47,0.23
"Cardiff Reef",2026-05-01 01:00:00,2026-04-27,4,1.89,1.76,0.13,NA,NA
"Cardiff Reef",2026-05-01 01:00:00,2026-04-28 01:00:00,3,1.92,1.76,0.16,1.89,0.03
"Cardiff Reef",2026-05-01 01:00:00,2026-04-29 01:00:00,2,1.79,1.76,0.03,1.92,-0.13
"Cardiff Reef",2026-05-01 01:00:00,2026-04-30 03:00:00,0.9,1.82,1.76,0.06,1.79,0.03
"Cardiff Reef",2026-05-01 01:00:00,2026-05-01 01:00:00,0,1.76,1.76,0,1.82,-0.06
"Cardiff Reef",2026-05-01 02:00:00,2026-04-27,4.1,1.89,1.95,0.06,NA,NA
"Cardiff Reef",2026-05-01 02:00:00,2026-04-28 01:00:00,3,1.98,1.95,0.03,1.89,0.09
"Cardiff Reef",2026-05-01 02:00:00,2026-04-29 01:00:00,2,1.83,1.95,0.12,1.98,-0.15
"Cardiff Reef",2026-05-01 02:00:00,2026-04-30 03:00:00,1,1.95,1.95,0,1.83,0.12
"Cardiff Reef",2026-05-01 02:00:00,2026-05-01 01:00:00,0,1.95,1.95,0,1.95,0
"Cardiff Reef",2026-05-01 03:00:00,2026-04-27,4.1,2.05,2.07,0.02,NA,NA
"Cardiff Reef",2026-05-01 03:00:00,2026-04-28 01:00:00,3.1,2.07,2.07,0,2.05,0.02
"Cardiff Reef",2026-05-01 03:00:00,2026-04-29 01:00:00,2.1,2.08,2.07,0.01,2.07,0.01
"Cardiff Reef",2026-05-01 03:00:00,2026-04-30 03:00:00,1,2.09,2.07,0.02,2.08,0.01
"Cardiff Reef",2026-05-01 03:00:00,2026-05-01 01:00:00,0.1,2.07,2.07,0,2.09,-0.02
"Cardiff Reef",2026-05-01 04:00:00,2026-04-27,4.2,2.08,2.08,0,NA,NA
"Cardiff Reef",2026-05-01 04:00:00,2026-04-28 01:00:00,3.1,2.03,2.08,0.05,2.08,-0.05
"Cardiff Reef",2026-05-01 04:00:00,2026-04-29 01:00:00,2.1,2.07,2.08,0.01,2.03,0.04
"Cardiff Reef",2026-05-01 04:00:00,2026-04-30 03:00:00,1,2.11,2.08,0.03,2.07,0.04
"Cardiff Reef",2026-05-01 04:00:00,2026-05-01 01:00:00,0.1,2.08,2.08,0,2.11,-0.03
"Cardiff Reef",2026-05-01 05:00:00,2026-04-27,4.2,2.13,2.1,0.03,NA,NA
"Cardiff Reef",2026-05-01 05:00:00,2026-04-28 01:00:00,3.2,2.07,2.1,0.03,2.13,-0.06
"Cardiff Reef",2026-05-01 05:00:00,2026-04-29 01:00:00,2.2,2.1,2.1,0,2.07,0.03
"Cardiff Reef",2026-05-01 05:00:00,2026-04-30 03:00:00,1.1,2.14,2.1,0.04,2.1,0.04
"Cardiff Reef",2026-05-01 05:00:00,2026-05-01 01:00:00,0.2,2.1,2.1,0,2.14,-0.04
"Cardiff Reef",2026-05-01 06:00:00,2026-04-27,4.3,2.19,2.19,0,NA,NA
"Cardiff Reef",2026-05-01 06:00:00,2026-04-28 01:00:00,3.2,2.13,2.19,0.06,2.19,-0.06
"Cardiff Reef",2026-05-01 06:00:00,2026-04-29 01:00:00,2.2,2.17,2.19,0.02,2.13,0.04
"Cardiff Reef",2026-05-01 06:00:00,2026-04-30 03:00:00,1.1,2.17,2.19,0.02,2.17,0
"Cardiff Reef",2026-05-01 06:00:00,2026-05-01 01:00:00,0.2,2.19,2.19,0,2.17,0.02
"Cardiff Reef",2026-05-01 07:00:00,2026-04-27,4.3,2.34,2.38,0.04,NA,NA
"Cardiff Reef",2026-05-01 07:00:00,2026-04-28 01:00:00,3.3,2.25,2.38,0.13,2.34,-0.09
"Cardiff Reef",2026-05-01 07:00:00,2026-04-29 01:00:00,2.3,2.3,2.38,0.08,2.25,0.05
"Cardiff Reef",2026-05-01 07:00:00,2026-04-30 03:00:00,1.2,2.27,2.38,0.11,2.3,-0.03
"Cardiff Reef",2026-05-01 07:00:00,2026-05-01 01:00:00,0.3,2.28,2.38,0.1,2.27,0.01
"Cardiff Reef",2026-05-01 07:00:00,2026-05-01 08:00:00,0,2.38,2.38,0,2.28,0.1
"Cardiff Reef",2026-05-01 08:00:00,2026-04-27,4.3,2.39,2.39,0,NA,NA
"Cardiff Reef",2026-05-01 08:00:00,2026-04-28 01:00:00,3.3,2.33,2.39,0.06,2.39,-0.06
"Cardiff Reef",2026-05-01 08:00:00,2026-04-29 01:00:00,2.3,2.35,2.39,0.04,2.33,0.02
"Cardiff Reef",2026-05-01 08:00:00,2026-04-30 03:00:00,1.2,2.35,2.39,0.04,2.35,0
"Cardiff Reef",2026-05-01 08:00:00,2026-05-01 01:00:00,0.3,2.32,2.39,0.07,2.35,-0.03
"Cardiff Reef",2026-05-01 08:00:00,2026-05-01 08:00:00,0,2.39,2.39,0,2.32,0.07
"Cardiff Reef",2026-05-01 09:00:00,2026-04-27,4.4,2.49,2.44,0.05,NA,NA
"Cardiff Reef",2026-05-01 09:00:00,2026-04-28 01:00:00,3.3,2.43,2.44,0.01,2.49,-0.06
"Cardiff Reef",2026-05-01 09:00:00,2026-04-29 01:00:00,2.3,2.42,2.44,0.02,2.43,-0.01
"Cardiff Reef",2026-05-01 09:00:00,2026-04-30 03:00:00,1.3,2.44,2.44,0,2.42,0.02
"Cardiff Reef",2026-05-01 09:00:00,2026-05-01 01:00:00,0.3,2.45,2.44,0.01,2.44,0.01
"Cardiff Reef",2026-05-01 09:00:00,2026-05-01 08:00:00,0,2.44,2.44,0,2.45,-0.01
"Cardiff Reef",2026-05-01 10:00:00,2026-04-27,4.4,2.47,2.37,0.1,NA,NA
"Cardiff Reef",2026-05-01 10:00:00,2026-04-28 01:00:00,3.4,2.38,2.37,0.01,2.47,-0.09
"Cardiff Reef",2026-05-01 10:00:00,2026-04-29 01:00:00,2.4,2.4,2.37,0.03,2.38,0.02
"Cardiff Reef",2026-05-01 10:00:00,2026-04-30 03:00:00,1.3,2.47,2.37,0.1,2.4,0.07
"Cardiff Reef",2026-05-01 10:00:00,2026-05-01 01:00:00,0.4,2.37,2.37,0,2.47,-0.1
"Cardiff Reef",2026-05-01 10:00:00,2026-05-01 08:00:00,0.1,2.37,2.37,0,2.37,0
"Cardiff Reef",2026-05-01 11:00:00,2026-04-27,4.5,2.49,2.37,0.12,NA,NA
"Cardiff Reef",2026-05-01 11:00:00,2026-04-28 01:00:00,3.4,2.35,2.37,0.02,2.49,-0.14
"Cardiff Reef",2026-05-01 11:00:00,2026-04-29 01:00:00,2.4,2.41,2.37,0.04,2.35,0.06
"Cardiff Reef",2026-05-01 11:00:00,2026-04-30 03:00:00,1.3,2.4,2.37,0.03,2.41,-0.01
"Cardiff Reef",2026-05-01 11:00:00,2026-05-01 01:00:00,0.4,2.36,2.37,0.01,2.4,-0.04
"Cardiff Reef",2026-05-01 11:00:00,2026-05-01 08:00:00,0.1,2.37,2.37,0,2.36,0.01
"Cardiff Reef",2026-05-01 12:00:00,2026-04-27,4.5,2.46,2.32,0.14,NA,NA
"Cardiff Reef",2026-05-01 12:00:00,2026-04-28 01:00:00,3.5,2.33,2.32,0.01,2.46,-0.13
"Cardiff Reef",2026-05-01 12:00:00,2026-04-29 01:00:00,2.5,2.48,2.32,0.16,2.33,0.15
"Cardiff Reef",2026-05-01 12:00:00,2026-04-30 03:00:00,1.4,2.41,2.32,0.09,2.48,-0.07
"Cardiff Reef",2026-05-01 12:00:00,2026-05-01 01:00:00,0.5,2.36,2.32,0.04,2.41,-0.05
"Cardiff Reef",2026-05-01 12:00:00,2026-05-01 08:00:00,0.2,2.32,2.32,0,2.36,-0.04
"Cardiff Reef",2026-05-01 13:00:00,2026-04-27,4.5,2.42,2.35,0.07,NA,NA
"Cardiff Reef",2026-05-01 13:00:00,2026-04-28 01:00:00,3.5,2.38,2.35,0.03,2.42,-0.04
"Cardiff Reef",2026-05-01 13:00:00,2026-04-29 01:00:00,2.5,2.45,2.35,0.1,2.38,0.07
"Cardiff Reef",2026-05-01 13:00:00,2026-04-30 03:00:00,1.4,2.36,2.35,0.01,2.45,-0.09
"Cardiff Reef",2026-05-01 13:00:00,2026-05-01 01:00:00,0.5,2.34,2.35,0.01,2.36,-0.02
"Cardiff Reef",2026-05-01 13:00:00,2026-05-01 08:00:00,0.2,2.35,2.35,0,2.34,0.01
"Cardiff Reef",2026-05-01 14:00:00,2026-04-27,4.6,2.39,2.32,0.07,NA,NA
"Cardiff Reef",2026-05-01 14:00:00,2026-04-28 01:00:00,3.5,2.35,2.32,0.03,2.39,-0.04
"Cardiff Reef",2026-05-01 14:00:00,2026-04-29 01:00:00,2.5,2.36,2.32,0.04,2.35,0.01
"Cardiff Reef",2026-05-01 14:00:00,2026-04-30 03:00:00,1.5,2.3,2.32,0.02,2.36,-0.06
"Cardiff Reef",2026-05-01 14:00:00,2026-05-01 01:00:00,0.5,2.31,2.32,0.01,2.3,0.01
"Cardiff Reef",2026-05-01 14:00:00,2026-05-01 08:00:00,0.3,2.32,2.32,0,2.31,0.01
"Cardiff Reef",2026-05-01 15:00:00,2026-04-27,4.6,2.31,2.24,0.07,NA,NA
"Cardiff Reef",2026-05-01 15:00:00,2026-04-28 01:00:00,3.6,2.33,2.24,0.09,2.31,0.02
"Cardiff Reef",2026-05-01 15:00:00,2026-04-29 01:00:00,2.6,2.22,2.24,0.02,2.33,-0.11
"Cardiff Reef",2026-05-01 15:00:00,2026-04-30 03:00:00,1.5,2.24,2.24,0,2.22,0.02
"Cardiff Reef",2026-05-01 15:00:00,2026-05-01 01:00:00,0.6,2.26,2.24,0.02,2.24,0.02
"Cardiff Reef",2026-05-01 15:00:00,2026-05-01 08:00:00,0.3,2.24,2.24,0,2.26,-0.02
"Cardiff Reef",2026-05-01 16:00:00,2026-04-27,4.7,2.17,2.11,0.06,NA,NA
"Cardiff Reef",2026-05-01 16:00:00,2026-04-28 01:00:00,3.6,2.17,2.11,0.06,2.17,0
"Cardiff Reef",2026-05-01 16:00:00,2026-04-29 01:00:00,2.6,2.1,2.11,0.01,2.17,-0.07
"Cardiff Reef",2026-05-01 16:00:00,2026-04-30 03:00:00,1.5,2.17,2.11,0.06,2.1,0.07
"Cardiff Reef",2026-05-01 16:00:00,2026-05-01 01:00:00,0.6,2.13,2.11,0.02,2.17,-0.04
"Cardiff Reef",2026-05-01 16:00:00,2026-05-01 08:00:00,0.3,2.11,2.11,0,2.13,-0.02
"Cardiff Reef",2026-05-01 17:00:00,2026-04-27,4.7,1.84,1.95,0.11,NA,NA
"Cardiff Reef",2026-05-01 17:00:00,2026-04-28 01:00:00,3.7,1.88,1.95,0.07,1.84,0.04
"Cardiff Reef",2026-05-01 17:00:00,2026-04-29 01:00:00,2.7,2.01,1.95,0.06,1.88,0.13
"Cardiff Reef",2026-05-01 17:00:00,2026-04-30 03:00:00,1.6,2.02,1.95,0.07,2.01,0.01
"Cardiff Reef",2026-05-01 17:00:00,2026-05-01 01:00:00,0.7,2,1.95,0.05,2.02,-0.02
"Cardiff Reef",2026-05-01 17:00:00,2026-05-01 08:00:00,0.4,1.95,1.95,0,2,-0.05
"Cardiff Reef",2026-05-01 18:00:00,2026-04-27,4.8,1.69,1.88,0.19,NA,NA
"Cardiff Reef",2026-05-01 18:00:00,2026-04-28 01:00:00,3.7,1.8,1.88,0.08,1.69,0.11
"Cardiff Reef",2026-05-01 18:00:00,2026-04-29 01:00:00,2.7,1.75,1.88,0.13,1.8,-0.05
"Cardiff Reef",2026-05-01 18:00:00,2026-04-30 03:00:00,1.6,1.91,1.88,0.03,1.75,0.16
"Cardiff Reef",2026-05-01 18:00:00,2026-05-01 01:00:00,0.7,1.8,1.88,0.08,1.91,-0.11
"Cardiff Reef",2026-05-01 18:00:00,2026-05-01 08:00:00,0.4,1.88,1.88,0,1.8,0.08
"Cardiff Reef",2026-05-01 19:00:00,2026-04-27,4.8,1.64,1.81,0.17,NA,NA
"Cardiff Reef",2026-05-01 19:00:00,2026-04-28 01:00:00,3.8,1.68,1.81,0.13,1.64,0.04
"Cardiff Reef",2026-05-01 19:00:00,2026-04-29 01:00:00,2.8,1.55,1.81,0.26,1.68,-0.13
"Cardiff Reef",2026-05-01 19:00:00,2026-04-30 03:00:00,1.7,1.73,1.81,0.08,1.55,0.18
"Cardiff Reef",2026-05-01 19:00:00,2026-05-01 01:00:00,0.8,1.8,1.81,0.01,1.73,0.07
"Cardiff Reef",2026-05-01 19:00:00,2026-05-01 08:00:00,0.5,1.81,1.81,0,1.8,0.01
"Cardiff Reef",2026-05-01 20:00:00,2026-04-27,4.8,1.58,1.91,0.33,NA,NA
"Cardiff Reef",2026-05-01 20:00:00,2026-04-28 01:00:00,3.8,1.51,1.91,0.4,1.58,-0.07
"Cardiff Reef",2026-05-01 20:00:00,2026-04-29 01:00:00,2.8,1.59,1.91,0.32,1.51,0.08
"Cardiff Reef",2026-05-01 20:00:00,2026-04-30 03:00:00,1.7,1.57,1.91,0.34,1.59,-0.02
"Cardiff Reef",2026-05-01 20:00:00,2026-05-01 01:00:00,0.8,1.91,1.91,0,1.57,0.34
"Cardiff Reef",2026-05-01 20:00:00,2026-05-01 08:00:00,0.5,1.91,1.91,0,1.91,0
"Cardiff Reef",2026-05-01 21:00:00,2026-04-27,4.9,1.58,1.91,0.33,NA,NA
"Cardiff Reef",2026-05-01 21:00:00,2026-04-28 01:00:00,3.8,1.5,1.91,0.41,1.58,-0.08
"Cardiff Reef",2026-05-01 21:00:00,2026-04-29 01:00:00,2.8,1.56,1.91,0.35,1.5,0.06
"Cardiff Reef",2026-05-01 21:00:00,2026-04-30 03:00:00,1.8,1.55,1.91,0.36,1.56,-0.01
"Cardiff Reef",2026-05-01 21:00:00,2026-05-01 01:00:00,0.8,1.92,1.91,0.01,1.55,0.37
"Cardiff Reef",2026-05-01 21:00:00,2026-05-01 08:00:00,0.5,1.91,1.91,0,1.92,-0.01
"Cardiff Reef",2026-05-01 22:00:00,2026-04-27,4.9,1.6,1.89,0.29,NA,NA
"Cardiff Reef",2026-05-01 22:00:00,2026-04-28 01:00:00,3.9,1.68,1.89,0.21,1.6,0.08
"Cardiff Reef",2026-05-01 22:00:00,2026-04-29 01:00:00,2.9,1.65,1.89,0.24,1.68,-0.03
"Cardiff Reef",2026-05-01 22:00:00,2026-04-30 03:00:00,1.8,1.7,1.89,0.19,1.65,0.05
"Cardiff Reef",2026-05-01 22:00:00,2026-05-01 01:00:00,0.9,1.89,1.89,0,1.7,0.19
"Cardiff Reef",2026-05-01 22:00:00,2026-05-01 08:00:00,0.6,1.89,1.89,0,1.89,0
"Cardiff Reef",2026-05-01 23:00:00,2026-04-27,5,1.53,1.75,0.22,NA,NA
"Cardiff Reef",2026-05-01 23:00:00,2026-04-28 01:00:00,3.9,1.71,1.75,0.04,1.53,0.18
"Cardiff Reef",2026-05-01 23:00:00,2026-04-29 01:00:00,2.9,1.59,1.75,0.16,1.71,-0.12
"Cardiff Reef",2026-05-01 23:00:00,2026-04-30 03:00:00,1.8,1.71,1.75,0.04,1.59,0.12
"Cardiff Reef",2026-05-01 23:00:00,2026-05-01 01:00:00,0.9,1.72,1.75,0.03,1.71,0.01
"Cardiff Reef",2026-05-01 23:00:00,2026-05-01 08:00:00,0.6,1.75,1.75,0,1.72,0.03
"Cardiff Reef",2026-05-02,2026-04-27,5,1.49,1.77,0.28,NA,NA
"Cardiff Reef",2026-05-02,2026-04-28 01:00:00,4,1.76,1.77,0.01,1.49,0.27
"Cardiff Reef",2026-05-02,2026-04-29 01:00:00,3,1.53,1.77,0.24,1.76,-0.23
"Cardiff Reef",2026-05-02,2026-04-30 03:00:00,1.9,1.76,1.77,0.01,1.53,0.23
"Cardiff Reef",2026-05-02,2026-05-01 01:00:00,1,1.76,1.77,0.01,1.76,0
"Cardiff Reef",2026-05-02,2026-05-01 08:00:00,0.7,1.77,1.77,0,1.76,0.01
"Cardiff Reef",2026-05-02 01:00:00,2026-04-27,5,1.64,1.83,0.19,NA,NA
"Cardiff Reef",2026-05-02 01:00:00,2026-04-28 01:00:00,4,1.84,1.83,0.01,1.64,0.2
"Cardiff Reef",2026-05-02 01:00:00,2026-04-29 01:00:00,3,1.64,1.83,0.19,1.84,-0.2
"Cardiff Reef",2026-05-02 01:00:00,2026-04-30 03:00:00,1.9,1.85,1.83,0.02,1.64,0.21
"Cardiff Reef",2026-05-02 01:00:00,2026-05-01 01:00:00,1,1.89,1.83,0.06,1.85,0.04
"Cardiff Reef",2026-05-02 01:00:00,2026-05-01 08:00:00,0.7,1.83,1.83,0,1.89,-0.06
"Cardiff Reef",2026-05-02 02:00:00,2026-04-27,5.1,1.89,1.84,0.05,NA,NA
